Date,Payee,Address,Amount,Account,Month,Cleaned Vendor,Category,Type
05/24/2025,EXXONMOBIL WASHINGTON DCAPPLE PAY ENDING IN 6355,,-30.41,Discover ending 3139,2025-05,Exxonmobil Washington,Other,Expense
05/25/2025,PAYPAL *PLAYSTATION 888-221-1161 CA,,-10.59,Discover ending 3139,2025-05,PlayStation,Subscriptions,Expense
05/26/2025,TARGET 00033282091 WASHINGTON DCAPPLE PAY ENDING IN 6355,,-21.18,Discover ending 3139,2025-05,Target,Other,Expense
05/27/2025,MAYFLOWER RESTAURANT WASHINGTON DCAPPLE PAY ENDING IN 6355,,-13.88,Discover ending 3139,2025-05,Mayflower Restaurant Washington,Other,Expense
05/28/2025,APPLE PAY STMT CRDT REDEMPTION,,1.51,Discover ending 3139,2025-05,Apple Cash (Received),Income,Income
05/28/2025,TD ZELLE RECEIVED 514800D01X5V Zelle BIRHANU GEBIREMES,,400,TD Bank 4317,2025-05,Zelle (Received),Income,Income
05/28/2025,D6763 Peacock 06CF0 Premium New York NY 25 : Mobile Purchase Sign Based 05/24 08:26a #2969,,-2.11,Citi Checking 5060,2025-05,D6763 Peacock 06Cf0 Premium New York,Other,Expense
05/28/2025,REITHOFFER SHOWS INC GIBSONTON FL 25145 : Debit Card Purchase 05/23 07:53p #2969,,-5.2,Citi Checking 5060,2025-05,Reithoffer Shows Inc Gibsonton,Other,Expense
05/28/2025,SUNOCO 0106332000 QPS EDGEWATER MD 25147 : Debit Card Purchase 05/26 06:19p #2969,,-5.7,Citi Checking 5060,2025-05,Sunoco,Auto & Gas,Expense
05/28/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 05/23 07:37p #2969,,-24.13,Citi Checking 5060,2025-05,Apple Cash (Sent),Transfers,Expense
05/28/2025,CHIPOTLE 1488 EDGEWATER MD 25147 : Debit Card Purchase 05/26 09:21p #2969,,-15.11,Citi Checking 5060,2025-05,Chipotle,Food & Dining,Expense
05/28/2025,REITHOFFER SHOWS INC GIBSONTON FL 25145 : Debit Card Purchase 05/23 08:04p #2969,,-17.68,Citi Checking 5060,2025-05,Reithoffer Shows Inc Gibsonton,Other,Expense
05/29/2025,Zelle Credit PAY ID:BACo5x99e8tc ORG ID:BAC NAME:EJAAZ KEREM,,200,Citi Checking 5060,2025-05,Zelle (Received),Income,Income
05/29/2025,Cash Withdrawal 02:06p #2969 Non Citi ATM THE WAHLA BR-723080WASHINGTON,,-202.5,Citi Checking 5060,2025-05,ATM Withdrawal,Cash & ATM,Expense
05/29/2025,TD ZELLE SENT 514900A0KBRK Zelle EJAAZ KEREM,,-200,TD Bank 4317,2025-05,Zelle (Sent),Transfers,Expense
05/29/2025,MCDONALDS 695 WASHINGTON DCAPPLE PAY ENDING IN 6355,,-7.17,Discover ending 3139,2025-05,McDonald's,Food & Dining,Expense
05/29/2025,TD ZELLE SENT 514900J0BQWK Zelle EJAAZ KEREM,,-100,TD Bank 4317,2025-05,Zelle (Sent),Transfers,Expense
05/29/2025,Zelle Credit PAY ID:BACq7anrogj6 ORG ID:BAC NAME:EJAAZ KEREM,,100,Citi Checking 5060,2025-05,Zelle (Received),Income,Income
05/30/2025,D8212 AUTOZONE 1151 4045 MINWASHINGTON DCUS07 : Mobile Purchase PIN Based,,-16.42,Citi Checking 5060,2025-05,AutoZone,Auto & Gas,Expense
05/30/2025,Zelle Credit PAY ID:BACpa2lnsl0c ORG ID:BAC NAME:EJAAZ KEREM,,20,Citi Checking 5060,2025-05,Zelle (Received),Income,Income
05/30/2025,Instacart payout San FranciscoCAUS06065 : DEBIT CARD TRANSFER CREDIT,,92.3,Citi Checking 5060,2025-05,NSF Fee,Bank Fees,Income
05/30/2025,TD ZELLE SENT 515000L09R70 Zelle EJAAZ KEREM,,-20,TD Bank 4317,2025-05,Zelle (Sent),Transfers,Expense
05/30/2025,TD ZELLE SENT 515000H0DHR6 Zelle ABRAHAM BERHANE,,-20,TD Bank 4317,2025-05,Zelle (Sent),Transfers,Expense
06/02/2025,D8212 AUTOZONE 5234 955 LONGWASHINGTON DCUS07 : Mobile Purchase PIN Based,,-8.47,Citi Checking 5060,2025-06,AutoZone,Auto & Gas,Expense
06/02/2025,D8212 DAVESHOTCHICKEN WASHINGTON DC 25 : Mobile Purchase Sign Based 05/29 08:48p #2969,,-18.12,Citi Checking 5060,2025-06,Dave's Hot Chicken,Food & Dining,Expense
06/02/2025,TD ZELLE SENT 515300J0M2K6 Zelle ABRAHAM BERHANE,,-20,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/02/2025,D8212 AUTOZONE 1680 1537 UNIHYATTSVILLE MDUS07 : Mobile Purchase PIN Based,,-5.29,Citi Checking 5060,2025-06,AutoZone,Auto & Gas,Expense
06/02/2025,D8212 AUTOZONE 5234 955 LONGWASHINGTON DCUS07 : Mobile Purchase PIN Based,,-34.92,Citi Checking 5060,2025-06,AutoZone,Auto & Gas,Expense
06/02/2025,GEICO *AUTO 800-841-3000 DC 25150 : Debit Card Purchase 05/29 03:04p #2969,,-135.88,Citi Checking 5060,2025-06,GEICO,Bills & Utilities,Expense
06/02/2025,Instacart payout San FranciscoCAUS06065 : DEBIT CARD TRANSFER CREDIT,,170.64,Citi Checking 5060,2025-06,NSF Fee,Bank Fees,Income
06/02/2025,Instacart payout San FranciscoCAUS06065 : DEBIT CARD TRANSFER CREDIT,,190.44,Citi Checking 5060,2025-06,NSF Fee,Bank Fees,Income
06/02/2025,Zelle Credit PAY ID:BACpn3bepajw ORG ID:BAC NAME:AMSALE BELET,,200,Citi Checking 5060,2025-06,Zelle (Received),Income,Income
06/02/2025,TD ZELLE RECEIVED 515100B04MU7 Zelle BIRHANU GEBIREMES,,20,TD Bank 4317,2025-06,Zelle (Received),Income,Income
06/02/2025,Instacart payout San FranciscoCAUS06065 : DEBIT CARD TRANSFER CREDIT,,239.72,Citi Checking 5060,2025-06,NSF Fee,Bank Fees,Income
06/02/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 05/29 07:53p #2969,,-8,Citi Checking 5060,2025-06,Apple Cash (Sent),Transfers,Expense
06/02/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 05/30 12:21a #2969,,-8,Citi Checking 5060,2025-06,Apple Cash (Sent),Transfers,Expense
06/02/2025,D8212 AUTOZONE 5237 519 525 WASHINGTON DCUS07 : Mobile Purchase PIN Based,,-25.43,Citi Checking 5060,2025-06,AutoZone,Auto & Gas,Expense
06/02/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 05/30 01:07a #2969,,-20,Citi Checking 5060,2025-06,Apple Cash (Sent),Transfers,Expense
06/03/2025,D8212 SAFEWAY 2912 WASHINGTON DC 25 : Mobile Purchase Sign Based 05/29 11:52p #2969,,-3.01,Citi Checking 5060,2025-06,Safeway 2912 Washington,Other,Expense
06/03/2025,D8212 DAVESHOTCHICKEN WASHINGTON DC 25 : Mobile Purchase Sign Based 05/31 06:04p #2969,,-32.93,Citi Checking 5060,2025-06,Dave's Hot Chicken,Food & Dining,Expense
06/03/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 06/01 10:51p #2969,,-190,Citi Checking 5060,2025-06,Apple Cash (Sent),Transfers,Expense
06/03/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 05/31 07:20p #2969,,-170,Citi Checking 5060,2025-06,Apple Cash (Sent),Transfers,Expense
06/03/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 05/30 04:03p #2969,,-92,Citi Checking 5060,2025-06,Apple Cash (Sent),Transfers,Expense
06/04/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 06/02 03:58p #2969,,-230,Citi Checking 5060,2025-06,Apple Cash (Sent),Transfers,Expense
06/04/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 06/02 06:45p #2969,,-9,Citi Checking 5060,2025-06,Apple Cash (Sent),Transfers,Expense
06/05/2025,Fee for Non-Citibank ATM use,,-10,Citi Checking 5060,2025-06,ATM Fee,Bank Fees,Expense
06/05/2025,D8212 7-ELEVEN Washington DCUS07 : Mobile Purchase PIN Based,,-3.12,Citi Checking 5060,2025-06,7-Eleven,Groceries,Expense
06/05/2025,TD ZELLE RECEIVED 515600F0IE7N Zelle BIRHANU GEBIREMES,,115,TD Bank 4317,2025-06,Zelle (Received),Income,Income
06/05/2025,TD ZELLE SENT 515600D04EEG Zelle EJAAZ KEREM,,-25,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/06/2025,DDA TR NSFR TRANSFER TO SAVINGS ACCT     x4317,,-50,TD Bank 4317,2025-06,Transfer to Savings,Transfers,Expense
06/06/2025,D8212 7-ELEVEN Silver SpringMDUS07 : Mobile Purchase PIN Based,,-3.18,Citi Checking 5060,2025-06,7-Eleven,Groceries,Expense
06/09/2025,TD ZELLE SENT 515900P0G7NW Zelle DAGMAWI MOHAMMED,,-20,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/09/2025,BP#8763484JOPPA BALTIMORE MDUS00155 : Debit PIN Purchase,,-5,Citi Checking 5060,2025-06,BP Gas,Auto & Gas,Expense
06/09/2025,D8212 McDonalds 695 WASHINGTON DC 25 : Mobile Purchase Sign Based 06/05 03:12a #2969,,-7.36,Citi Checking 5060,2025-06,McDonald's,Food & Dining,Expense
06/09/2025,D8212 DAVESHOTCHICKEN WASHINGTON DC 25 : Mobile Purchase Sign Based 06/05 02:11p #2969,,-16.49,Citi Checking 5060,2025-06,Dave's Hot Chicken,Food & Dining,Expense
06/09/2025,Zelle Credit PAY ID:NAV0JEVHMX3J ORG ID:NAV NAME:DAGMAWI MOHA,,20,Citi Checking 5060,2025-06,Zelle (Received),Income,Income
06/09/2025,Zelle Credit PAY ID:NAV0JEVHJL9W ORG ID:NAV NAME:DAGMAWI MOHA,,20,Citi Checking 5060,2025-06,Zelle (Received),Income,Income
06/09/2025,APPLE CASH INST XFER CUPERTINO CAUS06265 : DEBIT CARD TRANSFER CREDIT,,24.62,Citi Checking 5060,2025-06,Apple Cash (Received),Income,Income
06/09/2025,Cash Withdrawal 06/08 03:00p #2969 ATM 901 E BALTIMORE PK KENNETT SQUARPAUS051,,-100,Citi Checking 5060,2025-06,ATM Withdrawal,Cash & ATM,Expense
06/09/2025,APPLE CASH INST XFER CUPERTINO CAUS06265 : DEBIT CARD TRANSFER CREDIT,,98.5,Citi Checking 5060,2025-06,Apple Cash (Received),Income,Income
06/09/2025,TD ZELLE SENT 515800A02FY4 Zelle ABRAHAM BERHANE,,-5,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/09/2025,TD ZELLE SENT 515900J0HEPJ Zelle DAGMAWI MOHAMMED,,-25,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/09/2025,TD ZELLE SENT 515900M0FO16 Zelle DAGMAWI MOHAMMED,,-30,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/09/2025,TD ZELLE SENT 515900G0MFPJ Zelle DAGMAWI MOHAMMED,,-20,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/09/2025,FD Sptsbk Casino ViaTrustly 66VV1C : ACH Electronic Debit,,-25,Citi Checking 5060,2025-06,FD Casino,Gambling,Expense
06/10/2025,D8212 WAWA 8015 KENNETT SQUAR PA 25 : Mobile Purchase Sign Based 06/08 02:45p #2969,,-7.89,Citi Checking 5060,2025-06,Wawa,Food & Dining,Expense
06/10/2025,TD ZELLE SENT 516100N0G372 Zelle ABRAHAM BERHANE,,-10,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/10/2025,TD ZELLE SENT 516100I0M6H2 Zelle HANIEBAL GEBRIE,,-20,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/10/2025,TD ZELLE SENT 516100A073A9 Zelle ABRAHAM BERHANE,,-10,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/10/2025,D8212 McDonalds 6449 WASHINGTON DC 25 : Mobile Purchase Sign Based 06/05 11:45p #2969,,-7.68,Citi Checking 5060,2025-06,McDonald's,Food & Dining,Expense
06/10/2025,D8212 10014 CAVA SLV SPRING SILVER SPRING MD 25 : Mobile Purchase Sign Based 06/06 03:00p #2969,,-12.03,Citi Checking 5060,2025-06,10014 Cava Slv Spring Silver Spring,Other,Expense
06/10/2025,D8212 McDonalds 695 WASHINGTON DC 25 : Mobile Purchase Sign Based 06/05 05:58p #2969,,-4.61,Citi Checking 5060,2025-06,McDonald's,Food & Dining,Expense
06/10/2025,D8212 APPLE.COM/BILL CUPERTINO CA 25 : Mobile Purchase Sign Based 06/06 02:27a #2969,,-2.99,Citi Checking 5060,2025-06,Apple Subscriptions,Subscriptions,Expense
06/10/2025,D8212 PlayStation Network San Mateo CA 25 : Mobile Purchase Sign Based 06/07 11:25p #2969,,-14.83,Citi Checking 5060,2025-06,PlayStation,Subscriptions,Expense
06/10/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 06/08 10:07p #2969,,-20,Citi Checking 5060,2025-06,Apple Cash (Sent),Transfers,Expense
06/10/2025,Zelle Credit PAY ID:BACqxc5l8d73 ORG ID:BAC NAME:EJAAZ KEREM,,100,Citi Checking 5060,2025-06,Zelle (Received),Income,Income
06/11/2025,D8212 R CITY SUPER MARKET IN PHILADELPHIA PA 25 : Mobile Purchase Sign Based 06/08 10:23p #2969,,-9.94,Citi Checking 5060,2025-06,R City Super Market In Philadelphia,Other,Expense
06/11/2025,D8212 DUNIFAB INC WASHINGTON DCUS00 : Mobile Purchase PIN Based,,-20.26,Citi Checking 5060,2025-06,Dunifab Inc Washington Dcus00 : Mobile Purchase Pin Based,Other,Expense
06/13/2025,D8212 APPLE.COM/BILL 866-712-7753 CA 25 : Mobile Purchase Sign Based 06/12 12:03a #2969,,-1.07,Citi Checking 5060,2025-06,Apple Subscriptions,Subscriptions,Expense
06/13/2025,Zelle Credit PAY ID:BACj4bwdvkuk ORG ID:BAC NAME:AMSALE BELET,,100,Citi Checking 5060,2025-06,Zelle (Received),Income,Income
06/13/2025,Ext Imm Pymt Transfer,,102,Card ending 3928,2025-06,NSF Fee,Bank Fees,Income
06/13/2025,LATE CHARGE ADJUSTMENT,,35,Card ending 3928,2025-06,Late Charge Adjustment,Income,Income
06/13/2025,INTEREST REF PURCHASES MAY 2025,MAY 2 025,0.1,Card ending 3928,2025-06,Interest Ref Purchases May 2025,Income,Income
06/13/2025,LATE FEE FOR PAYMENT DUE,,-40,Card ending 3928,2025-06,Late Fee For Payment Due,Other,Expense
06/14/2025,INTEREST CHARGED ON PURCHASES,,-23.8,Card ending 3928,2025-06,Interest Charge,Bank Fees,Expense
06/16/2025,BANK OF AMERICA PAYMENT,,-102,TD Bank 4317,2025-06,Bank of America (Payment),Debt Payments,Expense
06/17/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 06/13 08:56p #2969,,-23.82,Citi Checking 5060,2025-06,Apple Cash (Sent),Transfers,Expense
06/17/2025,D8212 UBER *TRIP 8005928996 CA 25 : Mobile Purchase Sign Based 06/14 04:25a #2969,,-17.16,Citi Checking 5060,2025-06,Uber,Transport,Expense
06/17/2025,METRO 028-FORT TOTTEN WASHINGTON DC 25165 : Debit Card Purchase 06/12 02:22p #2969,,-10,Citi Checking 5060,2025-06,Metro 028-Fort Totten Washington,Other,Expense
06/17/2025,PP*SPOTIFY*P37AF9BB62 4029357733 NY 25166 : Mobile Purchase Sign Based 06/14 04:27p #2969,,-6.35,Citi Checking 5060,2025-06,Spotify,Subscriptions,Expense
06/17/2025,D8212 CVS/PHARMACY #01 01364-WASHINGTON DCUS07 : Mobile Purchase PIN Based,,-3.24,Citi Checking 5060,2025-06,CVS Pharmacy,Groceries,Expense
06/17/2025,TD ZELLE RECEIVED 516800B022UM Zelle BIRHANU GEBIREMES,,100,TD Bank 4317,2025-06,Zelle (Received),Income,Income
06/18/2025,INTEREST CHARGE ON PURCHASES,,-20.13,Discover ending 3139,2025-06,Interest Charge,Bank Fees,Expense
06/18/2025,RTP RCVD Underdog Sports LLC Credit via Trustly,,90,TD Bank 4317,2025-06,Rtp Rcvd Underdog Sports Llc Credit Via Trustly,Income,Income
06/20/2025,AMAZON MARK* NA5MS79J1 SEATTLE WA 25169 : Mobile Purchase Sign Based 06/16 11:45p #2969,,-13.37,Citi Checking 5060,2025-06,Amazon,Shopping,Expense
06/20/2025,TD ZELLE SENT 517100F0CT38 Zelle EJAAZ KEREM,,-16,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/20/2025,TD ZELLE SENT 517100B0BD7T Zelle EJAAZ KEREM,,-5,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/23/2025,Mobile Pin Purchase Ret D8212 AUTOZONE519 525 RHOD WASHINGTON DCUS07,,25.43,Citi Checking 5060,2025-06,AutoZone,Auto & Gas,Income
06/23/2025,PAYPAL *CODEBASICSI CO 4029357733 CA 25170 : Mobile Purchase Sign Based 06/18 05:01p #2969,,-30,Citi Checking 5060,2025-06,Paypal *Codebasicsi,Other,Expense
06/23/2025,TD ZELLE SENT 517200H03VMW Zelle EJAAZ KEREM,,-5,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/23/2025,CHICK-FIL-A #04529 202-774-2085 DC,202-774-2085  DC,-13.51,Card ending 3928,2025-06,Chick-fil-A,Food & Dining,Expense
06/23/2025,TM *TICKETMASTER 8006538000 CA 25171 : Debit Card Purchase 06/18 09:03a #2969,,-17.22,Citi Checking 5060,2025-06,Ticketmaster,Entertainment,Expense
06/23/2025,D8212 APPLE.COM/BILL 866-712-7753 CA 25 : Mobile Purchase Sign Based 06/18 08:27p #2969,,-10.78,Citi Checking 5060,2025-06,Apple Subscriptions,Subscriptions,Expense
06/24/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 06/20 04:42p #2969,,-40,Citi Checking 5060,2025-06,Apple Cash (Sent),Transfers,Expense
06/24/2025,D8212 EXHALE SMOKE SHOP SILVER SPRING MD 25 : Mobile Purchase Sign Based 06/20 01:01p #2969,,-2,Citi Checking 5060,2025-06,Smoke Shop,Tobacco,Expense
06/24/2025,PAYPAL *ABEBE NATANEM 4029357733 CA 25172 : Mobile Purchase Sign Based 06/18 05:00p #2969,,-11,Citi Checking 5060,2025-06,Paypal *Abebe Natanem,Other,Expense
06/25/2025,TD ZELLE SENT 517600N08RE6 Zelle EJAAZ KEREM,,-45,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/25/2025,D8212 CHIPOTLE 0154 WASHINGTON DC 25 : Mobile Purchase Sign Based 06/23 04:49p #2969,,-11.83,Citi Checking 5060,2025-06,Chipotle,Food & Dining,Expense
06/25/2025,Zelle Credit PAY ID:BACnii60vnij ORG ID:BAC NAME:EJAAZ KEREM,,45,Citi Checking 5060,2025-06,Zelle (Received),Income,Income
06/25/2025,D8212 AUTOZONE 1680 1537 UNIHYATTSVILLE MDUS07 : Mobile Purchase PIN Based,,-45.16,Citi Checking 5060,2025-06,AutoZone,Auto & Gas,Expense
06/26/2025,AUTOZONE #1680 HYATTSVILLE MD,HYATTSVILLE   MD,-0.41,Card ending 3928,2025-06,AutoZone,Auto & Gas,Expense
06/26/2025,D8212 DOMINO'S 4331 WASHINGTON DC 25 : Mobile Purchase Sign Based 06/24 05:25p #2969,,-17.65,Citi Checking 5060,2025-06,Domino's,Food & Dining,Expense
06/26/2025,Zelle Credit PAY ID:NAV0JFDVZS9B ORG ID:NAV NAME:DAGMAWI MOHA,,10,Citi Checking 5060,2025-06,Zelle (Received),Income,Income
06/26/2025,D8212 7-ELEVEN Silver SpringMDUS07 : Mobile Purchase PIN Based,,-3.18,Citi Checking 5060,2025-06,7-Eleven,Groceries,Expense
06/26/2025,D6763 Peacock X9774 Premium New York NY 25 : Mobile Purchase Sign Based 06/24 08:14a #2969,,-2.11,Citi Checking 5060,2025-06,D6763 Peacock X9774 Premium New York,Other,Expense
06/26/2025,TD ZELLE SENT 517700F0346Y Zelle DAGMAWI MOHAMMED,,-65,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/27/2025,Online  Xfer Transfer from SV x4317,,45,TD Bank 4317,2025-06,Internal Transfer,Transfers,Income
06/27/2025,D8212 CVS/PHARM 01364--6514 WASHINGTON DCUS07 : Mobile Purchase PIN Based,,-6.14,Citi Checking 5060,2025-06,CVS Pharmacy,Groceries,Expense
06/27/2025,D8212 CVS/PHARMACY #01 01364-WASHINGTON DCUS07 : Mobile Purchase PIN Based,,-8.23,Citi Checking 5060,2025-06,CVS Pharmacy,Groceries,Expense
06/27/2025,PayActiv San Jose CAUS06065 : DEBIT CARD TRANSFER CREDIT,,110,Citi Checking 5060,2025-06,NSF Fee,Bank Fees,Income
06/30/2025,TD ZELLE SENT 518100D0LKBB Zelle EJAAZ KEREM,,-25,TD Bank 4317,2025-06,Zelle (Sent),Transfers,Expense
06/30/2025,D8212 CVS/PHARMACY #02 02174-WASHINGTON DCUS07 : Mobile Purchase PIN Based,,-1.83,Citi Checking 5060,2025-06,CVS Pharmacy,Groceries,Expense
06/30/2025,Zelle Debit PAY ID:CTIHa6Nc2Inf ORG ID:CTI NAME:MARTA MARTIN,,-25,Citi Checking 5060,2025-06,Zelle (Sent),Transfers,Expense
06/30/2025,Zelle Credit PAY ID:BACq4hxwkhzv ORG ID:BAC NAME:EJAAZ KEREM,,25,Citi Checking 5060,2025-06,Zelle (Received),Income,Income
07/01/2025,D8212 EXXON C J KURI INCORPO WASHINGTON DC 25 : Mobile Purchase Sign Based 06/28 07:06p #2969,,-1.89,Citi Checking 5060,2025-07,Exxon C J Kuri Incorpo Washington,Other,Expense
07/01/2025,D8212 UBER *TRIP 8005928996 CA 25 : Mobile Purchase Sign Based 06/28 12:01a #2969,,-6.3,Citi Checking 5060,2025-07,Uber,Transport,Expense
07/01/2025,D8212 CHICK-FIL-A #03661 WASHINGTON DC 25 : Mobile Purchase Sign Based 06/27 05:56p #2969,,-6.92,Citi Checking 5060,2025-07,Chick-fil-A,Food & Dining,Expense
07/01/2025,D8212 DOMINO'S 4331 WASHINGTON DC 25 : Mobile Purchase Sign Based 06/29 03:47p #2969,,-12.02,Citi Checking 5060,2025-07,Domino's,Food & Dining,Expense
07/01/2025,D8212 MAYFAIT LIQUORS WASHINGTON DC 25 : Mobile Purchase Sign Based 06/27 09:25p #2969,,-12.17,Citi Checking 5060,2025-07,Mayfait Liquors Washington,Other,Expense
07/01/2025,D8212 PANDA EXPRESS #2459 SILVER SPRING MD 25 : Mobile Purchase Sign Based 06/28 11:43a #2969,,-12.99,Citi Checking 5060,2025-07,Panda Express,Other,Expense
07/01/2025,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA 25180 : Mobile Purchase Sign Based 06/28 08:29p #2969,,-21.2,Citi Checking 5060,2025-07,Openai *Chatgpt Subscr San Francisco,Other,Expense
07/01/2025,PayActiv San Jose CAUS06065 : DEBIT CARD TRANSFER CREDIT,,60,Citi Checking 5060,2025-07,NSF Fee,Bank Fees,Income
07/01/2025,N & B COMPANY L WASHINGTON DCUS07155 : Debit PIN Purchase,,-3.06,Citi Checking 5060,2025-07,N & B Company L Washington Dcus07155 : Debit Pin Purchase,Other,Expense
07/01/2025,TD ZELLE SENT 518200I08APD Zelle MARTA MARTINEZ,,-25,TD Bank 4317,2025-07,Zelle (Sent),Transfers,Expense
07/02/2025,D8212 CHIPOTLE MEX GR ONLINE NEWPORT BEACH CA 25 : Mobile Purchase Sign Based 06/30 05:31p #2969,,-11.28,Citi Checking 5060,2025-07,Chipotle,Food & Dining,Expense
07/02/2025,D8212 CVS/PHARMACY #01 01364-WASHINGTON DCUS07 : Mobile Purchase PIN Based,,-3.24,Citi Checking 5060,2025-07,CVS Pharmacy,Groceries,Expense
07/03/2025,D8212 SHELL OIL 10050538007 WASHINGTON DC 25 : Mobile Purchase Sign Based 06/30 06:22p #2969,,-2.22,Citi Checking 5060,2025-07,Shell Oil,Other,Expense
07/03/2025,D8212 SHELL OIL 10050538007 WASHINGTON DC 25 : Mobile Purchase Sign Based 06/30 05:39p #2969,,-8.78,Citi Checking 5060,2025-07,Shell Oil,Other,Expense
07/03/2025,D8212 CHIPOTLE MEX GR ONLINE NEWPORT BEACH CA 25 : Mobile Purchase Sign Based 07/01 04:46p #2969,,-11.28,Citi Checking 5060,2025-07,Chipotle,Food & Dining,Expense
07/03/2025,ONE KARE ENTERPR PAYROLL : ACH Electronic Credit,,452.94,Citi Checking 5060,2025-07,Payroll,Income,Income
07/07/2025,CVS/PHARM 01364--6514 WASHINGTON DCUS07159 : Debit PIN Purchase,,-6.69,Citi Checking 5060,2025-07,CVS Pharmacy,Groceries,Expense
07/07/2025,D8212 7-ELEVEN Washington DCUS07 : Mobile Purchase PIN Based,,-1.23,Citi Checking 5060,2025-07,7-Eleven,Groceries,Expense
07/07/2025,DDA TR NSFR TRANSFER TO SAVINGS ACCT     x4317,,-50,TD Bank 4317,2025-07,Transfer to Savings,Transfers,Expense
07/08/2025,D8212 APPLE.COM/BILL 866-712-7753 CA 25 : Mobile Purchase Sign Based 07/06 02:29a #2969,,-2.99,Citi Checking 5060,2025-07,Apple Subscriptions,Subscriptions,Expense
07/08/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 07/06 10:01p #2969,,-26,Citi Checking 5060,2025-07,Apple Cash (Sent),Transfers,Expense
07/08/2025,EXXON JEONG HO IM WASHINGTON DC 25186 : Debit Card Purchase 07/04 08:02p #2969,,-16.04,Citi Checking 5060,2025-07,Exxon Jeong Ho Im Washington,Other,Expense
07/08/2025,MAYFAIT LIQUORS WASHINGTON DC 25186 : Debit Card Purchase 07/04 08:52p #2969,,-14.37,Citi Checking 5060,2025-07,Mayfait Liquors Washington,Other,Expense
07/08/2025,D8212 MAYFAIT LIQUORS WASHINGTON DC 25 : Mobile Purchase Sign Based 07/05 10:56p #2969,,-14.37,Citi Checking 5060,2025-07,Mayfait Liquors Washington,Other,Expense
07/08/2025,D8212 EXXON KM INC WASHINGTON DC 25 : Mobile Purchase Sign Based 07/06 12:56p #2969,,-10.19,Citi Checking 5060,2025-07,Exxon Km Inc Washington,Other,Expense
07/08/2025,D8212 POPEYES 2545 WASHINGTON DC 25 : Mobile Purchase Sign Based 07/04 04:39p #2969,,-9.47,Citi Checking 5060,2025-07,Popeyes,Food & Dining,Expense
07/08/2025,D8212 CC* CRUMBL ROCKVILLE LINDON UT 25 : Mobile Purchase Sign Based 07/05 08:56p #2969,,-23.29,Citi Checking 5060,2025-07,Cc* Crumbl Rockville Lindon Ut 25 : Mobile Purchase Sign Based 07/05 08:56P,Other,Expense
07/09/2025,D8212 10004D CAVA TENLEYTOWN 202-695-8115 DC 25 : Mobile Purchase Sign Based 07/07 03:01p #2969,,-16.89,Citi Checking 5060,2025-07,10004D Cava Tenleytown 202-695-8115,Other,Expense
07/09/2025,D8212 EXXON JEONG HO IM WASHINGTON DC 25 : Mobile Purchase Sign Based 07/07 09:32p #2969,,-25.4,Citi Checking 5060,2025-07,Exxon Jeong Ho Im Washington,Other,Expense
07/09/2025,D8212 APPLE CASH SENT MONEY CUPERTINO CA 25 : Mobile Purchase Sign Based 07/07 12:02p #2969,,-20,Citi Checking 5060,2025-07,Apple Cash (Sent),Transfers,Expense
